Recency,Frequency,MonetaryValue,Cluster,Segment
520,1,31.85,0,At-Risk
5,5,2463.17,2,Potential Loyalists
452,2,1272.8,0,At-Risk
16,12,14622.33,1,Champions
107,3,637.1,2,Potential Loyalists
16,10,1954.16,1,Champions
662,1,231.68,0,At-Risk
416,6,1133.63,2,Potential Loyalists
276,7,4417.27,2,Potential Loyalists
16,25,19584.46,1,Champions
247,1,465.32,0,At-Risk
418,4,754.33,0,At-Risk
239,4,1283.75,2,Potential Loyalists
417,2,924.11,0,At-Risk
1,2,984.57,2,Potential Loyalists
513,4,3120.91,2,Potential Loyalists
106,13,5860.24,1,Champions
23,9,3199.95,1,Champions
52,1,124.88,0,At-Risk
451,1,143.10000000000002,0,At-Risk
377,6,1375.65,2,Potential Loyalists
735,1,231.90000000000003,0,At-Risk
195,4,2016.5,2,Potential Loyalists
24,1,213.78,0,At-Risk
75,1,329.34,0,At-Risk
18,7,892.46,2,Potential Loyalists
492,1,591.87,0,At-Risk
8,19,5151.9,1,Champions
32,5,1980.0,2,Potential Loyalists
22,5,2099.59,2,Potential Loyalists
31,17,10209.16,1,Champions
444,1,856.01,0,At-Risk
29,10,1715.46,2,Potential Loyalists
22,4,699.78,2,Potential Loyalists
33,7,2467.35,2,Potential Loyalists
284,6,1794.32,2,Potential Loyalists
39,2,206.34,0,At-Risk
380,3,867.11,0,At-Risk
499,1,400.2,0,At-Risk
58,3,1156.73,2,Potential Loyalists
374,2,178.68,0,At-Risk
289,2,384.59,0,At-Risk
79,3,956.5699999999999,2,Potential Loyalists
5,8,3766.6,1,Champions
218,1,59.9,0,At-Risk
44,4,1443.69,2,Potential Loyalists
202,3,902.3199999999999,2,Potential Loyalists
505,1,119.5,0,At-Risk
731,1,436.71,0,At-Risk
178,6,1507.26,2,Potential Loyalists
56,11,2256.98,2,Potential Loyalists
57,3,465.37,2,Potential Loyalists
423,2,321.3,0,At-Risk
8,6,3347.31,1,Champions
569,2,198.41000000000003,0,At-Risk
592,3,229.46,0,At-Risk
47,2,144.0,0,At-Risk
227,2,467.71,0,At-Risk
11,13,4592.93,1,Champions
106,5,957.63,2,Potential Loyalists
59,7,1743.04,2,Potential Loyalists
28,15,4836.05,1,Champions
536,1,77.83,0,At-Risk
36,9,2310.04,2,Potential Loyalists
274,3,812.5,0,At-Risk
655,1,562.98,0,At-Risk
428,1,352.9,0,At-Risk
30,1,1013.01,2,Potential Loyalists
24,3,1213.88,2,Potential Loyalists
582,1,145.12,0,At-Risk
387,4,356.71,0,At-Risk
54,4,1242.04,2,Potential Loyalists
421,1,160.65,0,At-Risk
36,10,5575.88,1,Champions
175,9,5504.6900000000005,2,Potential Loyalists
54,3,999.35,2,Potential Loyalists
53,1,204.24,0,At-Risk
652,1,303.21999999999997,0,At-Risk
396,1,115.35,0,At-Risk
649,3,611.6,0,At-Risk
393,1,253.37,0,At-Risk
27,13,4046.65,1,Champions
253,3,794.41,0,At-Risk
40,13,5182.3,1,Champions
60,6,1069.1200000000001,2,Potential Loyalists
464,1,186.15,0,At-Risk
554,1,65.05,0,At-Risk
234,2,218.0,0,At-Risk
4,18,4192.68,1,Champions
32,2,259.13,2,Potential Loyalists
24,21,4481.75,1,Champions
7,5,978.52,2,Potential Loyalists
65,6,1605.01,2,Potential Loyalists
310,3,873.53,0,At-Risk
501,1,100.86,0,At-Risk
582,1,131.15,0,At-Risk
309,3,900.12,0,At-Risk
19,12,2022.03,1,Champions
16,13,3177.24,1,Champions
96,2,318.76,0,At-Risk
264,18,9924.95,1,Champions
12,25,7197.04,1,Champions
3,2,421.52,2,Potential Loyalists
35,3,560.86,2,Potential Loyalists
183,1,149.89000000000001,0,At-Risk
25,8,1904.8799999999999,2,Potential Loyalists
13,12,1929.26,1,Champions
11,4,1002.08,2,Potential Loyalists
3,32,7783.1,1,Champions
313,4,1189.45,2,Potential Loyalists
596,1,130.6,0,At-Risk
385,12,2744.14,2,Potential Loyalists
108,5,2889.28,2,Potential Loyalists
1,69,20889.86,1,Champions
53,5,1826.04,2,Potential Loyalists
205,2,371.63,0,At-Risk
547,2,38.92,0,At-Risk
15,1,282.19,2,Potential Loyalists
120,2,546.16,0,At-Risk
429,1,68.03,0,At-Risk
4,2,384.52,2,Potential Loyalists
363,3,812.4300000000001,0,At-Risk
117,2,353.86,0,At-Risk
18,1,178.26,0,At-Risk
5,3,470.73,2,Potential Loyalists
41,4,799.13,2,Potential Loyalists
107,5,498.93,2,Potential Loyalists
436,2,192.73,0,At-Risk
397,2,417.3,0,At-Risk
148,6,1889.34,2,Potential Loyalists
411,1,120.95,0,At-Risk
510,1,230.44,0,At-Risk
52,11,2757.62,1,Champions
208,1,63.440000000000005,0,At-Risk
424,1,279.59,0,At-Risk
139,2,562.9,0,At-Risk
2,5,517.73,2,Potential Loyalists
127,2,317.62,0,At-Risk
108,11,1733.8899999999999,2,Potential Loyalists
386,1,537.46,0,At-Risk
469,2,604.4,0,At-Risk
736,1,210.39,0,At-Risk
42,4,2148.63,2,Potential Loyalists
424,1,141.12,0,At-Risk
35,2,577.38,2,Potential Loyalists
383,1,114.52,0,At-Risk
402,1,508.39,0,At-Risk
228,2,1065.3500000000001,0,At-Risk
241,2,271.24,0,At-Risk
58,1,187.82999999999998,0,At-Risk
438,1,118.85999999999999,0,At-Risk
374,6,797.8499999999999,2,Potential Loyalists
130,5,2339.66,2,Potential Loyalists
379,1,188.46,0,At-Risk
60,8,2793.16,2,Potential Loyalists
628,2,428.34,0,At-Risk
22,3,395.48,2,Potential Loyalists
26,21,4111.96,1,Champions
9,11,2499.98,1,Champions
32,9,2079.39,2,Potential Loyalists
4,8,1501.44,1,Champions
308,1,550.8000000000001,0,At-Risk
472,2,271.75,0,At-Risk
8,17,3774.23,1,Champions
669,2,467.78999999999996,0,At-Risk
29,3,556.95,2,Potential Loyalists
730,1,338.13,0,At-Risk
17,1,131.78,0,At-Risk
101,5,957.5600000000001,2,Potential Loyalists
12,6,1016.08,2,Potential Loyalists
391,2,393.64,0,At-Risk
21,2,330.43,2,Potential Loyalists
15,5,1135.63,2,Potential Loyalists
361,1,250.04,0,At-Risk
534,1,111.5,0,At-Risk
649,1,2135.46,0,At-Risk
11,21,9782.35,1,Champions
395,11,3999.8900000000003,2,Potential Loyalists
393,2,4511.76,2,Potential Loyalists
95,3,330.59000000000003,0,At-Risk
387,2,1025.1,0,At-Risk
78,6,3566.56,2,Potential Loyalists
139,3,644.3,2,Potential Loyalists
31,1,2328.84,2,Potential Loyalists
25,17,4904.43,1,Champions
2,43,9650.6,1,Champions
420,1,124.45,0,At-Risk
46,3,2600.34,2,Potential Loyalists
725,1,164.28,0,At-Risk
669,1,29.1,0,At-Risk
100,6,2895.77,2,Potential Loyalists
8,6,1741.18,2,Potential Loyalists
376,5,922.59,2,Potential Loyalists
15,12,1565.59,1,Champions
18,12,2301.87,1,Champions
280,3,609.5699999999999,0,At-Risk
408,2,321.95,0,At-Risk
410,2,152.35,0,At-Risk
673,1,104.7,0,At-Risk
14,5,1004.4300000000001,2,Potential Loyalists
23,4,423.8,2,Potential Loyalists
124,1,175.2,0,At-Risk
528,5,838.27,0,At-Risk
86,1,494.25,0,At-Risk
302,3,635.15,0,At-Risk
384,2,508.0,0,At-Risk
472,1,81.12,0,At-Risk
151,4,2027.8700000000001,2,Potential Loyalists
17,17,12142.57,1,Champions
94,3,362.36,0,At-Risk
30,18,22404.82,1,Champions
157,5,1889.83,2,Potential Loyalists
380,4,1227.54,2,Potential Loyalists
355,6,1259.94,2,Potential Loyalists
46,2,468.11,2,Potential Loyalists
15,10,1604.68,1,Champions
4,26,5323.0,1,Champions
86,1,228.96,0,At-Risk
15,9,2476.41,1,Champions
179,5,852.25,2,Potential Loyalists
8,7,1906.041,1,Champions
36,12,1988.23,1,Champions
696,1,36.25,0,At-Risk
129,4,3242.0,2,Potential Loyalists
51,4,3143.46,2,Potential Loyalists
386,1,285.11,0,At-Risk
312,5,946.47,2,Potential Loyalists
24,2,388.14,2,Potential Loyalists
303,5,866.05,2,Potential Loyalists
11,2,284.46,2,Potential Loyalists
17,6,1231.3799999999999,2,Potential Loyalists
49,5,880.64,2,Potential Loyalists
239,7,1024.04,2,Potential Loyalists
395,3,940.86,0,At-Risk
1,28,12070.42,1,Champions
13,15,8224.98,1,Champions
432,2,1096.24,0,At-Risk
238,1,168.4,0,At-Risk
23,14,2826.14,1,Champions
456,1,979.1999999999999,0,At-Risk
73,4,446.18,2,Potential Loyalists
17,6,662.55,2,Potential Loyalists
41,28,4377.56,1,Champions
40,7,1167.5,2,Potential Loyalists
219,3,727.11,0,At-Risk
199,4,660.55,2,Potential Loyalists
71,4,453.64,2,Potential Loyalists
24,78,18319.41,1,Champions
374,1,10.95,0,At-Risk
11,1,404.66,2,Potential Loyalists
434,3,645.0,0,At-Risk
9,38,40002.37,1,Champions
65,8,902.28,2,Potential Loyalists
4,2,309.99,2,Potential Loyalists
19,3,507.55,2,Potential Loyalists
15,1,261.11,2,Potential Loyalists
8,7,2812.77,1,Champions
20,2,784.11,2,Potential Loyalists
78,11,2691.57,2,Potential Loyalists
1,61,57224.68,1,Champions
421,1,149.3,0,At-Risk
164,2,508.8,0,At-Risk
307,3,626.56,0,At-Risk
411,2,381.15,0,At-Risk
219,1,203.86999999999998,0,At-Risk
508,1,97.5,0,At-Risk
39,14,8807.1,1,Champions
22,3,1233.18,2,Potential Loyalists
115,3,653.38,2,Potential Loyalists
126,8,4677.05,2,Potential Loyalists
541,1,114.85,0,At-Risk
5,23,5096.18,1,Champions
36,2,400.57,2,Potential Loyalists
4,23,47781.12,1,Champions
1,3,1031.41,2,Potential Loyalists
333,13,4905.05,1,Champions
412,1,552.9,0,At-Risk
163,3,316.09000000000003,0,At-Risk
185,10,7793.51,1,Champions
16,5,1214.72,2,Potential Loyalists
12,5,1425.38,2,Potential Loyalists
3,16,4417.52,1,Champions
405,2,560.14,0,At-Risk
44,6,2249.52,2,Potential Loyalists
80,1,507.84,0,At-Risk
30,22,17298.45,1,Champions
549,1,164.18,0,At-Risk
42,3,670.0600000000001,2,Potential Loyalists
11,18,6500.52,1,Champions
50,6,1084.43,2,Potential Loyalists
386,3,1059.41,0,At-Risk
16,11,3594.76,1,Champions
46,3,1118.95,2,Potential Loyalists
19,2,759.17,2,Potential Loyalists
8,13,8077.77,1,Champions
72,1,100.8,0,At-Risk
1,45,31819.760000000002,1,Champions
128,5,1357.46,2,Potential Loyalists
33,4,735.17,2,Potential Loyalists
313,1,403.3,0,At-Risk
18,9,1751.39,2,Potential Loyalists
88,2,569.96,2,Potential Loyalists
2,7,2373.82,1,Champions
411,1,331.35,0,At-Risk
2,5,534.06,2,Potential Loyalists
530,1,373.17,0,At-Risk
254,5,1422.77,2,Potential Loyalists
656,1,325.74,0,At-Risk
157,4,323.58,0,At-Risk
732,1,293.35,0,At-Risk
37,15,4620.3,1,Champions
220,1,534.24,0,At-Risk
148,3,2940.04,2,Potential Loyalists
177,2,120.9,0,At-Risk
40,2,541.53,2,Potential Loyalists
497,46,14556.97,1,Champions
2,13,4951.15,1,Champions
8,51,246973.09,1,Champions
1,7,1721.4,1,Champions
18,2,486.71999999999997,2,Potential Loyalists
192,10,1547.94,2,Potential Loyalists
204,1,131.7,0,At-Risk
365,2,1225.42,0,At-Risk
127,14,5984.8099999999995,1,Champions
15,2,529.58,2,Potential Loyalists
43,2,657.3,2,Potential Loyalists
94,16,2228.27,1,Champions
23,3,757.46,2,Potential Loyalists
60,2,675.69,2,Potential Loyalists
16,7,2557.91,2,Potential Loyalists
158,3,1000.94,2,Potential Loyalists
426,7,2542.79,2,Potential Loyalists
10,2,763.28,2,Potential Loyalists
395,1,102.6,0,At-Risk
10,3,194.8,2,Potential Loyalists
16,17,5051.25,1,Champions
45,11,2804.87,1,Champions
475,1,321.65000000000003,0,At-Risk
191,4,935.1,2,Potential Loyalists
409,2,607.0,0,At-Risk
600,1,1047.0,0,At-Risk
79,1,194.37,0,At-Risk
396,2,489.86,0,At-Risk
613,2,1144.3,0,At-Risk
408,2,1272.8,0,At-Risk
633,1,389.26000000000005,0,At-Risk
78,2,902.03,2,Potential Loyalists
4,4,1255.59,2,Potential Loyalists
487,2,778.19,0,At-Risk
65,4,591.73,2,Potential Loyalists
576,2,209.57,0,At-Risk
261,1,396.87,0,At-Risk
728,1,160.55,0,At-Risk
641,1,336.5,0,At-Risk
59,2,376.64,0,At-Risk
1,9,2750.5,1,Champions
1,17,5981.07,1,Champions
248,3,1122.42,2,Potential Loyalists
385,1,100.91000000000001,0,At-Risk
502,1,54.699999999999996,0,At-Risk
8,3,806.72,2,Potential Loyalists
359,4,1412.89,2,Potential Loyalists
390,2,287.25,0,At-Risk
76,1,272.22,0,At-Risk
290,2,1341.39,0,At-Risk
17,3,1138.0,2,Potential Loyalists
221,2,288.6,0,At-Risk
9,4,689.1,2,Potential Loyalists
3,2,558.96,2,Potential Loyalists
206,18,9565.12,1,Champions
162,5,2435.48,2,Potential Loyalists
76,1,302.2,0,At-Risk
262,2,605.58,0,At-Risk
281,8,4579.23,2,Potential Loyalists
58,8,6115.14,1,Champions
25,2,514.56,2,Potential Loyalists
3,60,175603.55,1,Champions
29,18,5467.820000000001,1,Champions
72,3,1158.8,2,Potential Loyalists
128,2,542.83,0,At-Risk
31,9,1617.46,2,Potential Loyalists
15,6,957.55,2,Potential Loyalists
309,1,153.94,0,At-Risk
426,2,329.42,0,At-Risk
17,15,5109.47,1,Champions
54,1,546.81,0,At-Risk
30,5,1278.06,2,Potential Loyalists
2,5,1070.71,2,Potential Loyalists
11,4,652.74,2,Potential Loyalists
361,3,539.14,0,At-Risk
360,3,1161.9,0,At-Risk
5,12,4166.04,1,Champions
54,4,939.37,2,Potential Loyalists
1,8,3628.5,1,Champions
610,2,1240.25,0,At-Risk
1,12,3141.51,1,Champions
190,3,1266.82,2,Potential Loyalists
386,1,65.34,0,At-Risk
435,1,34.8,0,At-Risk
54,5,1668.83,2,Potential Loyalists
280,1,164.4,0,At-Risk
177,3,364.83,0,At-Risk
30,2,897.62,2,Potential Loyalists
26,1,98.42,0,At-Risk
618,4,1226.57,0,At-Risk
25,6,1590.6000000000001,2,Potential Loyalists
510,1,124.46,0,At-Risk
270,3,341.7,0,At-Risk
550,1,120.05,0,At-Risk
390,3,960.69,0,At-Risk
43,6,1448.54,2,Potential Loyalists
376,2,727.85,0,At-Risk
234,4,731.26,2,Potential Loyalists
24,2,148.86,0,At-Risk
197,9,2547.64,2,Potential Loyalists
359,1,306.84,0,At-Risk
60,12,3085.29,1,Champions
130,4,3757.6,2,Potential Loyalists
1,5,1952.45,1,Champions
20,5,1057.74,2,Potential Loyalists
206,2,300.67,0,At-Risk
14,4,575.46,2,Potential Loyalists
393,1,259.17,0,At-Risk
513,1,167.62,0,At-Risk
95,8,1895.8,2,Potential Loyalists
19,4,722.34,2,Potential Loyalists
14,7,1122.38,2,Potential Loyalists
578,2,392.38,0,At-Risk
24,3,454.01,2,Potential Loyalists
587,1,131.83,0,At-Risk
8,2,901.21,2,Potential Loyalists
7,9,5356.03,1,Champions
633,1,382.79,0,At-Risk
332,1,344.14,0,At-Risk
382,1,100.0,0,At-Risk
50,5,1703.75,2,Potential Loyalists
71,10,723.01,2,Potential Loyalists
29,3,380.6,2,Potential Loyalists
243,1,185.65,0,At-Risk
667,1,171.7,0,At-Risk
8,41,9056.81,1,Champions
645,2,348.75,0,At-Risk
218,7,1047.33,2,Potential Loyalists
5,4,753.28,2,Potential Loyalists
253,5,545.27,2,Potential Loyalists
1,43,18757.75,1,Champions
236,5,1450.7,2,Potential Loyalists
560,1,135.95,0,At-Risk
7,6,5309.42,1,Champions
109,7,2093.3,2,Potential Loyalists
619,1,167.4,0,At-Risk
628,1,181.66,0,At-Risk
100,7,2939.55,2,Potential Loyalists
60,18,14049.87,1,Champions
2,3,1479.22,2,Potential Loyalists
73,8,2776.67,2,Potential Loyalists
739,1,148.3,0,At-Risk
4,11,8095.8,1,Champions
85,4,2497.88,2,Potential Loyalists
12,2,388.79,2,Potential Loyalists
23,13,4920.67,1,Champions
214,5,3484.09,2,Potential Loyalists
381,1,409.98,0,At-Risk
478,1,52.05,0,At-Risk
18,1,161.67000000000002,0,At-Risk
239,2,421.48,0,At-Risk
2,14,7451.13,1,Champions
78,4,1793.48,2,Potential Loyalists
217,6,945.9300000000001,2,Potential Loyalists
590,1,160.75,0,At-Risk
737,1,87.30000000000001,0,At-Risk
376,1,333.81,0,At-Risk
33,4,498.53,2,Potential Loyalists
41,11,1894.34,2,Potential Loyalists
540,5,1529.49,2,Potential Loyalists
7,28,8371.98,1,Champions
53,18,5394.86,1,Champions
23,14,4559.150000000001,1,Champions
57,1,390.07,0,At-Risk
130,6,733.2,2,Potential Loyalists
174,4,1060.8,2,Potential Loyalists
559,1,395.33,0,At-Risk
6,11,4073.2400000000002,1,Champions
312,1,218.52,0,At-Risk
60,1,81.44,0,At-Risk
21,6,3175.12,2,Potential Loyalists
598,2,1130.21,0,At-Risk
33,7,2383.67,2,Potential Loyalists
15,4,1568.63,2,Potential Loyalists
18,8,6067.8,1,Champions
603,1,254.0,0,At-Risk
479,1,296.36,0,At-Risk
81,1,75.75,0,At-Risk
6,10,2455.52,1,Champions
170,2,503.59999999999997,0,At-Risk
2,7,998.49,2,Potential Loyalists
31,7,2057.39,2,Potential Loyalists
36,9,2361.9700000000003,2,Potential Loyalists
424,3,1265.58,0,At-Risk
19,1,285.56,2,Potential Loyalists
31,2,547.0600000000001,2,Potential Loyalists
647,2,842.4,0,At-Risk
276,6,615.17,2,Potential Loyalists
87,6,3168.94,2,Potential Loyalists
120,5,1824.49,2,Potential Loyalists
373,2,541.25,0,At-Risk
1,20,6028.6,1,Champions
219,12,4149.79,2,Potential Loyalists
65,3,331.65999999999997,2,Potential Loyalists
61,5,2216.37,2,Potential Loyalists
138,3,1578.89,2,Potential Loyalists
21,1,166.08,0,At-Risk
12,16,5703.52,1,Champions
25,12,4867.72,1,Champions
37,4,1207.56,2,Potential Loyalists
277,1,117.55,0,At-Risk
11,9,3652.48,1,Champions
73,5,1674.69,2,Potential Loyalists
430,1,126.0,0,At-Risk
26,2,595.42,2,Potential Loyalists
17,14,3834.79,1,Champions
141,2,359.47,0,At-Risk
662,2,412.92,0,At-Risk
26,17,5175.83,1,Champions
19,4,1166.23,2,Potential Loyalists
493,1,563.1,0,At-Risk
4,5,2047.8,2,Potential Loyalists
66,9,3950.7,1,Champions
1,2,347.75,2,Potential Loyalists
43,10,6142.35,1,Champions
228,1,205.7,0,At-Risk
16,5,2403.34,2,Potential Loyalists
50,7,5778.63,1,Champions
2,13,4233.58,1,Champions
74,2,851.7,2,Potential Loyalists
1,70,38259.6,1,Champions
4,10,2765.84,1,Champions
2,54,36692.91,1,Champions
264,2,599.76,0,At-Risk
53,7,3577.61,2,Potential Loyalists
24,3,497.45,2,Potential Loyalists
597,5,731.2,0,At-Risk
10,11,4456.78,1,Champions
386,3,819.01,0,At-Risk
44,1,239.41,0,At-Risk
17,12,5943.17,1,Champions
7,9,8296.81,1,Champions
421,1,432.68,0,At-Risk
394,1,304.2,0,At-Risk
388,2,317.08,0,At-Risk
30,20,7448.1,1,Champions
358,4,780.0500000000001,0,At-Risk
127,12,2975.8,2,Potential Loyalists
137,1,200.47,0,At-Risk
142,3,1695.97,2,Potential Loyalists
132,5,1746.04,2,Potential Loyalists
38,27,7679.59,1,Champions
236,1,338.95,0,At-Risk
261,1,154.95,0,At-Risk
477,2,442.0,0,At-Risk
17,14,6679.97,1,Champions
253,1,417.95,0,At-Risk
30,6,3144.04,2,Potential Loyalists
35,4,1094.84,2,Potential Loyalists
169,2,885.19,0,At-Risk
3,11,2083.9,1,Champions
4,31,20749.98,1,Champions
185,8,609.3000000000001,2,Potential Loyalists
188,4,887.9300000000001,2,Potential Loyalists
170,5,671.01,2,Potential Loyalists
424,1,293.5,0,At-Risk
11,2,385.1,2,Potential Loyalists
45,1,522.91,0,At-Risk
382,4,1198.09,2,Potential Loyalists
321,5,1410.18,2,Potential Loyalists
201,2,489.59999999999997,0,At-Risk
23,24,15956.97,1,Champions
421,1,376.92,0,At-Risk
232,2,439.18,0,At-Risk
38,15,5396.04,1,Champions
26,10,2768.91,1,Champions
659,1,307.21000000000004,0,At-Risk
96,5,4430.36,2,Potential Loyalists
127,7,3378.4000000000005,2,Potential Loyalists
71,3,1033.0,2,Potential Loyalists
16,11,3439.08,1,Champions
395,7,1092.06,2,Potential Loyalists
15,1,1060.25,2,Potential Loyalists
4,5,4238.76,1,Champions
596,1,438.65000000000003,0,At-Risk
3,20,7773.8,1,Champions
79,6,1708.99,2,Potential Loyalists
373,8,2470.39,2,Potential Loyalists
39,2,692.19,2,Potential Loyalists
54,6,1442.32,2,Potential Loyalists
2,26,17244.93,1,Champions
9,3,377.44,2,Potential Loyalists
9,2,168.24,2,Potential Loyalists
19,13,4183.56,1,Champions
12,18,7730.59,1,Champions
389,6,426.9,0,At-Risk
407,2,101.1,0,At-Risk
113,11,2098.48,2,Potential Loyalists
448,1,229.2,0,At-Risk
4,7,2649.14,1,Champions
478,2,600.34,0,At-Risk
240,4,904.1800000000001,2,Potential Loyalists
113,1,71.4,0,At-Risk
527,1,358.15,0,At-Risk
178,3,1026.18,2,Potential Loyalists
5,9,1797.57,1,Champions
421,1,157.85999999999999,0,At-Risk
359,1,80.64,0,At-Risk
464,4,390.56,0,At-Risk
1,13,4577.53,1,Champions
376,3,733.7,0,At-Risk
1,56,9422.45,1,Champions
19,12,5012.53,1,Champions
17,5,1276.91,2,Potential Loyalists
22,6,918.93,2,Potential Loyalists
33,1,712.78,2,Potential Loyalists
456,1,129.75,0,At-Risk
263,4,86.15,0,At-Risk
51,5,1623.64,2,Potential Loyalists
159,4,530.8,2,Potential Loyalists
381,2,299.61,0,At-Risk
15,2,413.05,2,Potential Loyalists
8,7,3509.51,1,Champions
13,17,7103.08,1,Champions
199,5,1143.27,2,Potential Loyalists
57,4,387.41,2,Potential Loyalists
11,3,384.77,2,Potential Loyalists
514,2,585.27,0,At-Risk
97,9,3328.05,2,Potential Loyalists
255,1,56.4,0,At-Risk
387,2,338.56,0,At-Risk
25,3,665.86,2,Potential Loyalists
662,1,197.70000000000002,0,At-Risk
21,3,658.57,2,Potential Loyalists
667,3,352.91,0,At-Risk
159,2,188.02,0,At-Risk
383,2,679.02,0,At-Risk
72,3,379.91,2,Potential Loyalists
550,1,112.86,0,At-Risk
53,3,403.38,2,Potential Loyalists
85,2,278.74,0,At-Risk
153,4,2601.4700000000003,2,Potential Loyalists
74,2,1117.9,2,Potential Loyalists
281,2,397.15,0,At-Risk
27,20,2783.61,1,Champions
30,1,106.1,0,At-Risk
467,2,370.05,0,At-Risk
25,1,323.04,2,Potential Loyalists
687,2,147.3,0,At-Risk
180,2,350.39,0,At-Risk
40,7,1361.99,2,Potential Loyalists
22,8,1985.87,2,Potential Loyalists
582,1,183.09,0,At-Risk
22,20,6341.89,1,Champions
37,9,1199.01,2,Potential Loyalists
451,3,798.3299999999999,0,At-Risk
82,10,5053.12,1,Champions
392,1,184.66,0,At-Risk
376,3,385.23,0,At-Risk
74,2,927.03,2,Potential Loyalists
11,1,546.04,2,Potential Loyalists
395,3,437.87,0,At-Risk
549,4,262.64,0,At-Risk
16,20,11337.39,1,Champions
669,2,374.81,0,At-Risk
4,47,9609.8,1,Champions
13,7,1165.8899999999999,2,Potential Loyalists
14,5,1770.8799999999999,2,Potential Loyalists
375,2,1617.32,0,At-Risk
393,1,591.96,0,At-Risk
37,6,112.32,2,Potential Loyalists
4,6,807.85,2,Potential Loyalists
738,1,130.18,0,At-Risk
72,12,6612.5199999999995,1,Champions
374,1,183.56,0,At-Risk
406,1,334.62,0,At-Risk
420,5,2188.5,2,Potential Loyalists
421,2,494.25,0,At-Risk
51,1,298.4,0,At-Risk
599,4,731.96,0,At-Risk
374,1,134.59,0,At-Risk
5,6,2388.05,1,Champions
23,4,1820.09,2,Potential Loyalists
299,5,4756.74,2,Potential Loyalists
2,3,398.7,2,Potential Loyalists
33,1,35.400000000000006,0,At-Risk
50,1,155.37,0,At-Risk
723,1,342.36,0,At-Risk
415,2,730.47,0,At-Risk
3,3,350.64,2,Potential Loyalists
47,1,110.21000000000001,0,At-Risk
42,8,1593.38,2,Potential Loyalists
27,13,6722.900000000001,1,Champions
42,1,338.8,0,At-Risk
444,1,185.72,0,At-Risk
2,211,70884.07,1,Champions
602,1,430.69,0,At-Risk
303,2,326.23,0,At-Risk
107,1,51.559999999999995,0,At-Risk
555,4,598.19,0,At-Risk
85,1,2033.1,2,Potential Loyalists
516,2,129.69,0,At-Risk
81,30,3650.9,1,Champions
218,8,1063.76,2,Potential Loyalists
372,155,56600.08,1,Champions
422,6,1563.34,2,Potential Loyalists
12,5,663.21,2,Potential Loyalists
407,3,1608.19,2,Potential Loyalists
185,6,1071.45,2,Potential Loyalists
373,1,417.94,0,At-Risk
2,4,1418.03,2,Potential Loyalists
4,24,28682.24,1,Champions
6,30,12797.65,1,Champions
305,1,148.21,0,At-Risk
369,4,1015.54,0,At-Risk
3,18,5127.69,1,Champions
324,4,1279.09,2,Potential Loyalists
59,12,5745.2,1,Champions
13,5,924.32,2,Potential Loyalists
31,46,26374.39,1,Champions
143,3,1134.95,2,Potential Loyalists
30,15,1621.2800000000002,1,Champions
386,1,234.65,0,At-Risk
107,7,1036.16,2,Potential Loyalists
2,13,3108.15,1,Champions
205,5,1118.99,2,Potential Loyalists
382,1,235.87,0,At-Risk
80,18,6515.88,1,Champions
185,6,683.46,2,Potential Loyalists
688,1,167.1,0,At-Risk
400,3,3424.02,2,Potential Loyalists
170,1,237.61,0,At-Risk
44,3,1412.33,2,Potential Loyalists
174,1,178.51999999999998,0,At-Risk
365,3,824.9200000000001,0,At-Risk
304,1,133.35000000000002,0,At-Risk
379,2,313.46,0,At-Risk
3,7,995.85,2,Potential Loyalists
4,20,3072.89,1,Champions
12,1,190.19,2,Potential Loyalists
32,6,1608.38,2,Potential Loyalists
129,1,111.35,0,At-Risk
21,25,1820.44,1,Champions
212,7,774.87,2,Potential Loyalists
323,2,602.09,0,At-Risk
162,1,203.85999999999999,0,At-Risk
56,3,244.1,2,Potential Loyalists
225,1,112.25,0,At-Risk
72,18,2453.38,1,Champions
44,1,98.0,0,At-Risk
23,1,256.32,0,At-Risk
173,9,2585.0,2,Potential Loyalists
85,4,299.18,2,Potential Loyalists
159,1,155.8,0,At-Risk
190,2,112.19999999999999,0,At-Risk
29,3,260.08,2,Potential Loyalists
547,1,216.39999999999998,0,At-Risk
394,1,381.09000000000003,0,At-Risk
21,1,191.67,0,At-Risk
71,13,2383.52,1,Champions
247,1,72.9,0,At-Risk
641,1,291.76,0,At-Risk
374,5,1411.54,2,Potential Loyalists
737,1,132.55,0,At-Risk
726,1,261.7,0,At-Risk
9,1,366.23,2,Potential Loyalists
310,6,375.5,0,At-Risk
59,14,3479.64,1,Champions
4,1,336.43,2,Potential Loyalists
551,1,242.13,0,At-Risk
629,2,43.87,0,At-Risk
45,3,341.28,2,Potential Loyalists
501,3,396.39,0,At-Risk
88,2,1840.32,2,Potential Loyalists
4,54,24516.46,1,Champions
64,10,2423.5,2,Potential Loyalists
543,1,170.4,0,At-Risk
282,3,497.0,0,At-Risk
12,8,3536.7000000000003,1,Champions
373,1,488.16,0,At-Risk
133,5,1035.49,2,Potential Loyalists
722,1,294.0,0,At-Risk
45,3,341.24,2,Potential Loyalists
11,12,3082.1,1,Champions
36,13,4275.22,1,Champions
134,14,3437.29,1,Champions
29,3,1331.57,2,Potential Loyalists
632,1,114.69,0,At-Risk
52,3,1049.15,2,Potential Loyalists
138,7,686.14,2,Potential Loyalists
